Age [ka BP],CO2 [µmol/mol],CH4 [nmol/mol],N2O [nmol/mol]
19.553,190.11,369.9,207.99
19.554,190.12,369.97,207.99
19.555,190.12,370.05,207.99
19.556,190.13,370.15,207.99
19.557,190.14,370.23,207.99
19.558,190.14,370.3,207.99
19.559,190.15,370.34,207.99
19.56,190.16,370.35,207.99
19.561,190.16,370.33,207.99
19.562,190.17,370.29,207.98
19.563,190.17,370.22,207.98
19.564,190.18,370.14,207.98
19.565,190.19,370.05,207.98
19.566,190.19,369.97,207.98
19.567,190.2,369.89,207.98
19.568,190.21,369.84,207.98
19.569,190.21,369.81,207.98
19.57,190.22,369.81,207.98
19.571,190.22,369.85,207.98
19.572,190.23,369.92,207.98
19.573,190.24,370.03,207.98
19.574,190.24,370.17,207.98
19.575,190.25,370.34,207.97
19.576,190.26,370.51,207.97
19.577,190.26,370.69,207.97
19.578,190.27,370.85,207.97
19.579,190.28,370.99,207.97
19.58,190.28,371.08,207.97
19.581,190.29,371.11,207.97
19.582,190.29,371.08,207.97
19.583,190.3,370.99,207.97
19.584,190.31,370.86,207.97
19.585,190.31,370.68,207.97
19.586,190.32,370.49,207.97
19.587,190.33,370.3,207.97
19.588,190.33,370.11,207.97
19.589,190.34,369.96,207.97
19.59,190.35,369.84,207.96
19.591,190.35,369.76,207.96
19.592,190.36,369.73,207.96
19.593,190.36,369.72,207.96
19.594,190.37,369.73,207.96
19.595,190.38,369.74,207.96
19.596,190.38,369.73,207.96
19.597,190.39,369.7,207.96
19.598,190.4,369.65,207.96
19.599,190.4,369.59,207.96
19.6,190.41,369.53,207.96
19.601,190.41,369.51,207.96
19.602,190.42,369.54,207.96
19.603,190.43,369.64,207.96
19.604,190.43,369.81,207.96
19.605,190.44,370.05,207.96
19.606,190.45,370.36,207.96
19.607,190.45,370.72,207.96
19.608,190.46,371.11,207.96
19.609,190.46,371.52,207.95
19.61,190.47,371.92,207.95
19.611,190.48,372.28,207.95
19.612,190.48,372.6,207.95
19.613,190.49,372.85,207.95
19.614,190.5,373.03,207.95
19.615,190.5,373.12,207.95
19.616,190.51,373.13,207.95
19.617,190.51,373.06,207.95
19.618,190.52,372.92,207.95
19.619,190.53,372.73,207.95
19.62,190.53,372.5,207.95
19.621,190.54,372.25,207.95
19.622,190.55,372.0,207.95
19.623,190.55,371.78,207.95
19.624,190.56,371.59,207.95
19.625,190.56,371.45,207.95
19.626,190.57,371.35,207.95
19.627,190.58,371.29,207.95
19.628,190.58,371.25,207.95
19.629,190.59,371.24,207.95
19.63,190.59,371.23,207.95
19.631,190.6,371.22,207.95
19.632,190.61,371.22,207.95
19.633,190.61,371.23,207.95
19.634,190.62,371.24,207.95
19.635,190.62,371.27,207.95
19.636,190.63,371.31,207.95
19.637,190.64,371.35,207.95
19.638,190.64,371.39,207.94
19.639,190.65,371.41,207.94
19.64,190.65,371.42,207.94
19.641,190.66,371.4,207.94
19.642,190.67,371.36,207.94
19.643,190.67,371.3,207.94
19.644,190.68,371.22,207.94
19.645,190.68,371.14,207.94
19.646,190.69,371.05,207.94
19.647,190.7,370.97,207.94
19.648,190.7,370.91,207.94
19.649,190.71,370.85,207.94
19.65,190.71,370.81,207.94
19.651,190.72,370.79,207.94
19.652,190.72,370.79,207.94
19.653,190.73,370.82,207.94
19.654,190.74,370.88,207.94
19.655,190.74,370.98,207.94
19.656,190.75,371.12,207.94
19.657,190.75,371.31,207.94
19.658,190.76,371.52,207.94
19.659,190.77,371.76,207.94
19.66,190.77,372.01,207.94
19.661,190.78,372.27,207.94
19.662,190.78,372.54,207.94
19.663,190.79,372.79,207.94
19.664,190.79,373.05,207.94
19.665,190.8,373.28,207.94
19.666,190.8,373.5,207.94
19.667,190.81,373.69,207.94
19.668,190.82,373.85,207.94
19.669,190.82,373.98,207.94
19.67,190.83,374.07,207.94
19.671,190.83,374.13,207.94
19.672,190.84,374.15,207.94
19.673,190.84,374.16,207.94
19.674,190.85,374.17,207.94
19.675,190.85,374.17,207.94
19.676,190.86,374.2,207.94
19.677,190.87,374.25,207.94
19.678,190.87,374.32,207.94
19.679,190.88,374.44,207.94
19.68,190.88,374.58,207.94
19.681,190.89,374.74,207.94
19.682,190.89,374.92,207.94
19.683,190.9,375.11,207.94
19.684,190.9,375.28,207.94
19.685,190.91,375.44,207.94
19.686,190.91,375.57,207.94
19.687,190.92,375.67,207.94
19.688,190.92,375.73,207.94
19.689,190.93,375.75,207.94
19.69,190.93,375.71,207.94
19.691,190.94,375.63,207.94
19.692,190.94,375.52,207.94
19.693,190.95,375.37,207.94
19.694,190.95,375.23,207.94
19.695,190.96,375.09,207.94
19.696,190.96,374.99,207.94
19.697,190.97,374.93,207.94
19.698,190.97,374.93,207.94
19.699,190.98,374.97,207.94
19.7,190.98,375.05,207.94
19.701,190.99,375.15,207.94
19.702,190.99,375.24,207.94
19.703,191.0,375.29,207.94
19.704,191.0,375.3,207.94
19.705,191.01,375.24,207.94
19.706,191.01,375.12,207.94
19.707,191.02,374.94,207.95
19.708,191.02,374.71,207.95
19.709,191.03,374.46,207.95
19.71,191.03,374.2,207.95
19.711,191.04,373.93,207.95
19.712,191.04,373.68,207.95
19.713,191.05,373.43,207.95
19.714,191.05,373.19,207.95
19.715,191.06,372.95,207.95
19.716,191.06,372.71,207.95
19.717,191.07,372.49,207.95
19.718,191.07,372.27,207.95
19.719,191.07,372.08,207.95
19.72,191.08,371.9,207.95
19.721,191.08,371.76,207.95
19.722,191.09,371.63,207.95
19.723,191.09,371.53,207.95
19.724,191.1,371.42,207.95
19.725,191.1,371.3,207.95
19.726,191.11,371.16,207.95
19.727,191.11,371.0,207.95
19.728,191.11,370.8,207.95
19.729,191.12,370.58,207.95
19.73,191.12,370.35,207.95
19.731,191.13,370.12,207.95
19.732,191.13,369.9,207.95
19.733,191.13,369.7,207.95
19.734,191.14,369.52,207.95
19.735,191.14,369.36,207.95
19.736,191.15,369.22,207.96
19.737,191.15,369.1,207.96
19.738,191.16,368.99,207.96
19.739,191.16,368.89,207.96
19.74,191.16,368.79,207.96
19.741,191.17,368.69,207.96
19.742,191.17,368.6,207.96
19.743,191.17,368.52,207.96
19.744,191.18,368.43,207.96
19.745,191.18,368.35,207.96
19.746,191.19,368.26,207.96
19.747,191.19,368.16,207.96
19.748,191.19,368.06,207.96
19.749,191.2,367.95,207.96
19.75,191.2,367.84,207.96
19.751,191.21,367.73,207.96
19.752,191.21,367.64,207.96
19.753,191.21,367.57,207.96
19.754,191.22,367.55,207.96
19.755,191.22,367.58,207.96
19.756,191.22,367.65,207.97
19.757,191.23,367.77,207.97
19.758,191.23,367.93,207.97
19.759,191.23,368.1,207.97
19.76,191.24,368.28,207.97
19.761,191.24,368.44,207.97
19.762,191.24,368.58,207.97
19.763,191.25,368.68,207.97
19.764,191.25,368.75,207.97
19.765,191.25,368.79,207.97
19.766,191.26,368.81,207.97
19.767,191.26,368.81,207.97
19.768,191.26,368.82,207.97
19.769,191.27,368.83,207.97
19.77,191.27,368.85,207.97
19.771,191.27,368.9,207.97
19.772,191.28,368.96,207.97
19.773,191.28,369.04,207.98
19.774,191.28,369.11,207.98
19.775,191.28,369.16,207.98
19.776,191.29,369.18,207.98
19.777,191.29,369.17,207.98
19.778,191.29,369.13,207.98
19.779,191.3,369.09,207.98
19.78,191.3,369.07,207.98
19.781,191.3,369.08,207.98
19.782,191.3,369.13,207.98
19.783,191.31,369.23,207.98
19.784,191.31,369.37,207.98
19.785,191.31,369.54,207.98
19.786,191.31,369.71,207.98
19.787,191.32,369.89,207.99
19.788,191.32,370.06,207.99
19.789,191.32,370.21,207.99
19.79,191.32,370.33,207.99
19.791,191.33,370.43,207.99
19.792,191.33,370.5,207.99
19.793,191.33,370.54,207.99
19.794,191.33,370.55,207.99
19.795,191.34,370.53,207.99
19.796,191.34,370.46,207.99
19.797,191.34,370.37,207.99
19.798,191.34,370.24,207.99
19.799,191.35,370.1,207.99
19.8,191.35,369.96,208.0
19.801,191.35,369.81,208.0
19.802,191.35,369.67,208.0
19.803,191.35,369.55,208.0
19.804,191.36,369.44,208.0
19.805,191.36,369.36,208.0
19.806,191.36,369.32,208.0
19.807,191.36,369.33,208.0
19.808,191.36,369.41,208.0
19.809,191.37,369.55,208.0
19.81,191.37,369.74,208.0
19.811,191.37,369.98,208.0
19.812,191.37,370.24,208.01
19.813,191.37,370.5,208.01
19.814,191.37,370.73,208.01
19.815,191.38,370.92,208.01
19.816,191.38,371.04,208.01
19.817,191.38,371.08,208.01
19.818,191.38,371.03,208.01
19.819,191.38,370.88,208.01
19.82,191.38,370.66,208.01
19.821,191.39,370.37,208.01
19.822,191.39,370.02,208.01
19.823,191.39,369.66,208.02
19.824,191.39,369.3,208.02
19.825,191.39,368.97,208.02
19.826,191.39,368.69,208.02
19.827,191.39,368.46,208.02
19.828,191.4,368.28,208.02
19.829,191.4,368.14,208.02
19.83,191.4,368.03,208.02
19.831,191.4,367.93,208.02
19.832,191.4,367.83,208.02
19.833,191.4,367.71,208.03
19.834,191.4,367.56,208.03
19.835,191.4,367.38,208.03
19.836,191.4,367.17,208.03
19.837,191.41,366.94,208.03
19.838,191.41,366.7,208.03
19.839,191.41,366.45,208.03
19.84,191.41,366.19,208.03
19.841,191.41,365.93,208.03
19.842,191.41,365.67,208.03
19.843,191.41,365.4,208.04
19.844,191.41,365.15,208.04
19.845,191.41,364.91,208.04
19.846,191.41,364.69,208.04
19.847,191.41,364.49,208.04
19.848,191.42,364.33,208.04
19.849,191.42,364.19,208.04
19.85,191.42,364.08,208.04
19.851,191.42,364.01,208.04
19.852,191.42,363.97,208.05
19.853,191.42,363.97,208.05
19.854,191.42,363.99,208.05
19.855,191.42,364.03,208.05
19.856,191.42,364.07,208.05
19.857,191.42,364.1,208.05
19.858,191.42,364.13,208.05
19.859,191.42,364.16,208.05
19.86,191.42,364.18,208.05
19.861,191.42,364.21,208.06
19.862,191.42,364.24,208.06
19.863,191.42,364.29,208.06
19.864,191.42,364.35,208.06
19.865,191.42,364.44,208.06
19.866,191.42,364.55,208.06
19.867,191.42,364.69,208.06
19.868,191.43,364.86,208.06
19.869,191.43,365.06,208.07
19.87,191.43,365.29,208.07
19.871,191.43,365.54,208.07
19.872,191.43,365.79,208.07
19.873,191.43,366.04,208.07
19.874,191.43,366.27,208.07
19.875,191.43,366.46,208.07
19.876,191.43,366.62,208.07
19.877,191.43,366.75,208.08
19.878,191.43,366.85,208.08
19.879,191.43,366.94,208.08
19.88,191.43,367.02,208.08
19.881,191.43,367.09,208.08
19.882,191.43,367.16,208.08
19.883,191.43,367.22,208.08
19.884,191.43,367.26,208.08
19.885,191.43,367.31,208.09
19.886,191.42,367.35,208.09
19.887,191.42,367.4,208.09
19.888,191.42,367.47,208.09
19.889,191.42,367.55,208.09
19.89,191.42,367.66,208.09
19.891,191.42,367.81,208.09
19.892,191.42,368.02,208.09
19.893,191.42,368.29,208.1
19.894,191.42,368.62,208.1
19.895,191.42,369.02,208.1
19.896,191.42,369.47,208.1
19.897,191.42,369.93,208.1
19.898,191.42,370.4,208.1
19.899,191.42,370.85,208.1
19.9,191.42,371.25,208.11
19.901,191.42,371.59,208.11
19.902,191.42,371.85,208.11
19.903,191.42,372.03,208.11
19.904,191.42,372.12,208.11
19.905,191.42,372.12,208.11
19.906,191.42,372.02,208.11
19.907,191.41,371.83,208.11
19.908,191.41,371.56,208.12
19.909,191.41,371.22,208.12
19.91,191.41,370.8,208.12
19.911,191.41,370.33,208.12
19.912,191.41,369.82,208.12
19.913,191.41,369.27,208.12
19.914,191.41,368.72,208.12
19.915,191.41,368.16,208.13
19.916,191.41,367.62,208.13
19.917,191.41,367.11,208.13
19.918,191.41,366.64,208.13
19.919,191.4,366.21,208.13
19.92,191.4,365.85,208.13
19.921,191.4,365.55,208.13
19.922,191.4,365.31,208.14
19.923,191.4,365.14,208.14
19.924,191.4,365.04,208.14
19.925,191.4,365.02,208.14
19.926,191.4,365.06,208.14
19.927,191.4,365.16,208.14
19.928,191.39,365.33,208.14
19.929,191.39,365.56,208.15
19.93,191.39,365.83,208.15
19.931,191.39,366.13,208.15
19.932,191.39,366.45,208.15
19.933,191.39,366.77,208.15
19.934,191.39,367.07,208.15
19.935,191.39,367.34,208.16
19.936,191.38,367.57,208.16
19.937,191.38,367.77,208.16
19.938,191.38,367.94,208.16
19.939,191.38,368.1,208.16
19.94,191.38,368.26,208.16
19.941,191.38,368.42,208.16
19.942,191.38,368.59,208.17
19.943,191.37,368.77,208.17
19.944,191.37,368.96,208.17
19.945,191.37,369.15,208.17
19.946,191.37,369.33,208.17
19.947,191.37,369.49,208.17
19.948,191.37,369.63,208.18
19.949,191.36,369.75,208.18
19.95,191.36,369.86,208.18
19.951,191.36,369.95,208.18
19.952,191.36,370.03,208.18
19.953,191.36,370.1,208.18
19.954,191.36,370.15,208.18
19.955,191.35,370.19,208.19
19.956,191.35,370.21,208.19
19.957,191.35,370.23,208.19
19.958,191.35,370.26,208.19
19.959,191.35,370.32,208.19
19.96,191.35,370.43,208.19
19.961,191.34,370.6,208.2
19.962,191.34,370.83,208.2
19.963,191.34,371.11,208.2
19.964,191.34,371.42,208.2
19.965,191.34,371.75,208.2
19.966,191.33,372.05,208.2
19.967,191.33,372.32,208.21
19.968,191.33,372.55,208.21
19.969,191.33,372.72,208.21
19.97,191.33,372.83,208.21
19.971,191.32,372.88,208.21
19.972,191.32,372.88,208.21
19.973,191.32,372.83,208.21
19.974,191.32,372.74,208.22
19.975,191.32,372.63,208.22
19.976,191.31,372.53,208.22
19.977,191.31,372.43,208.22
19.978,191.31,372.34,208.22
19.979,191.31,372.25,208.22
19.98,191.31,372.14,208.23
19.981,191.3,372.0,208.23
19.982,191.3,371.82,208.23
19.983,191.3,371.61,208.23
19.984,191.3,371.39,208.23
19.985,191.29,371.17,208.23
19.986,191.29,370.98,208.24
19.987,191.29,370.84,208.24
19.988,191.29,370.73,208.24
19.989,191.28,370.68,208.24
19.99,191.28,370.66,208.24
19.991,191.28,370.67,208.24
19.992,191.28,370.7,208.25
19.993,191.28,370.74,208.25
19.994,191.27,370.78,208.25
19.995,191.27,370.8,208.25
19.996,191.27,370.8,208.25
19.997,191.27,370.77,208.25
19.998,191.26,370.71,208.26
19.999,191.26,370.6,208.26
20.0,191.26,370.46,208.26
20.001,191.26,370.28,208.26
20.002,191.25,370.07,208.26
20.003,191.25,369.84,208.26
20.004,191.25,369.59,208.27
20.005,191.25,369.34,208.27
20.006,191.24,369.09,208.27
20.007,191.24,368.85,208.27
20.008,191.24,368.63,208.27
20.009,191.23,368.45,208.27
20.01,191.23,368.29,208.28
20.011,191.23,368.18,208.28
20.012,191.23,368.12,208.28
20.013,191.22,368.11,208.28
20.014,191.22,368.15,208.28
20.015,191.22,368.23,208.29
20.016,191.22,368.36,208.29
20.017,191.21,368.53,208.29
20.018,191.21,368.73,208.29
20.019,191.21,368.95,208.29
20.02,191.21,369.17,208.29
20.021,191.2,369.4,208.3
20.022,191.2,369.61,208.3
20.023,191.2,369.8,208.3
20.024,191.19,369.97,208.3
20.025,191.19,370.11,208.3
20.026,191.19,370.23,208.3
20.027,191.19,370.33,208.31
20.028,191.18,370.4,208.31
20.029,191.18,370.44,208.31
20.03,191.18,370.45,208.31
20.031,191.17,370.44,208.31
20.032,191.17,370.41,208.31
20.033,191.17,370.38,208.32
20.034,191.16,370.34,208.32
20.035,191.16,370.3,208.32
20.036,191.16,370.28,208.32
20.037,191.16,370.26,208.32
20.038,191.15,370.25,208.32
20.039,191.15,370.25,208.33
20.04,191.15,370.27,208.33
20.041,191.14,370.32,208.33
20.042,191.14,370.38,208.33
20.043,191.14,370.47,208.33
20.044,191.13,370.58,208.34
20.045,191.13,370.7,208.34
20.046,191.13,370.8,208.34
20.047,191.12,370.89,208.34
20.048,191.12,370.94,208.34
20.049,191.12,370.95,208.34
20.05,191.12,370.93,208.35
20.051,191.11,370.87,208.35
20.052,191.11,370.8,208.35
20.053,191.11,370.72,208.35
20.054,191.1,370.64,208.35
20.055,191.1,370.56,208.35
20.056,191.1,370.49,208.36
20.057,191.09,370.44,208.36
20.058,191.09,370.39,208.36
20.059,191.09,370.37,208.36
20.06,191.08,370.37,208.36
20.061,191.08,370.38,208.37
20.062,191.08,370.43,208.37
20.063,191.07,370.48,208.37
20.064,191.07,370.55,208.37
20.065,191.07,370.6,208.37
20.066,191.06,370.63,208.37
20.067,191.06,370.61,208.38
20.068,191.06,370.52,208.38
20.069,191.05,370.37,208.38
20.07,191.05,370.17,208.38
20.071,191.05,369.91,208.38
20.072,191.04,369.61,208.38
20.073,191.04,369.29,208.39
20.074,191.04,368.96,208.39
20.075,191.03,368.63,208.39
20.076,191.03,368.3,208.39
20.077,191.03,367.99,208.39
20.078,191.02,367.7,208.4
20.079,191.02,367.43,208.4
20.08,191.02,367.2,208.4
20.081,191.01,367.0,208.4
20.082,191.01,366.85,208.4
20.083,191.01,366.74,208.4
20.084,191.0,366.68,208.41
20.085,191.0,366.66,208.41
20.086,190.99,366.7,208.41
20.087,190.99,366.77,208.41
20.088,190.99,366.87,208.41
20.089,190.98,366.97,208.41
20.09,190.98,367.05,208.42
20.091,190.98,367.1,208.42
20.092,190.97,367.11,208.42
20.093,190.97,367.07,208.42
20.094,190.97,367.0,208.42
20.095,190.96,366.9,208.43
20.096,190.96,366.78,208.43
20.097,190.96,366.67,208.43
20.098,190.95,366.57,208.43
20.099,190.95,366.5,208.43
20.1,190.95,366.46,208.43
20.101,190.94,366.44,208.44
20.102,190.94,366.43,208.44
20.103,190.93,366.42,208.44
20.104,190.93,366.4,208.44
20.105,190.93,366.37,208.44
20.106,190.92,366.32,208.44
20.107,190.92,366.25,208.45
20.108,190.92,366.15,208.45
20.109,190.91,366.03,208.45
20.11,190.91,365.9,208.45
20.111,190.9,365.75,208.45
20.112,190.9,365.59,208.45
20.113,190.9,365.43,208.46
20.114,190.89,365.27,208.46
20.115,190.89,365.12,208.46
20.116,190.89,364.99,208.46
20.117,190.88,364.87,208.46
20.118,190.88,364.77,208.47
20.119,190.88,364.68,208.47
20.12,190.87,364.6,208.47
20.121,190.87,364.52,208.47
20.122,190.86,364.45,208.47
20.123,190.86,364.39,208.47
20.124,190.86,364.32,208.48
20.125,190.85,364.23,208.48
20.126,190.85,364.13,208.48
20.127,190.85,364.01,208.48
20.128,190.84,363.86,208.48
20.129,190.84,363.69,208.48
20.13,190.83,363.5,208.49
20.131,190.83,363.32,208.49
20.132,190.83,363.17,208.49
20.133,190.82,363.05,208.49
20.134,190.82,362.99,208.49
20.135,190.81,362.97,208.49
20.136,190.81,363.0,208.5
20.137,190.81,363.08,208.5
20.138,190.8,363.18,208.5
20.139,190.8,363.3,208.5
20.14,190.8,363.43,208.5
20.141,190.79,363.53,208.5
20.142,190.79,363.6,208.51
20.143,190.78,363.62,208.51
20.144,190.78,363.6,208.51
20.145,190.78,363.54,208.51
20.146,190.77,363.47,208.51
20.147,190.77,363.39,208.51
20.148,190.76,363.32,208.52
20.149,190.76,363.29,208.52
20.15,190.76,363.29,208.52
20.151,190.75,363.33,208.52
20.152,190.75,363.43,208.52
20.153,190.75,363.59,208.52
20.154,190.74,363.81,208.53
20.155,190.74,364.08,208.53
20.156,190.73,364.39,208.53
20.157,190.73,364.74,208.53
20.158,190.73,365.09,208.53
20.159,190.72,365.43,208.53
20.16,190.72,365.74,208.54
20.161,190.71,366.04,208.54
20.162,190.71,366.3,208.54
20.163,190.71,366.53,208.54
20.164,190.7,366.75,208.54
20.165,190.7,366.94,208.54
20.166,190.69,367.11,208.54
20.167,190.69,367.27,208.55
20.168,190.69,367.42,208.55
20.169,190.68,367.56,208.55
20.17,190.68,367.7,208.55
20.171,190.67,367.86,208.55
20.172,190.67,368.04,208.55
20.173,190.67,368.24,208.56
20.174,190.66,368.46,208.56
20.175,190.66,368.7,208.56
20.176,190.66,368.95,208.56
20.177,190.65,369.18,208.56
20.178,190.65,369.39,208.56
20.179,190.64,369.57,208.56
20.18,190.64,369.69,208.57
20.181,190.64,369.77,208.57
20.182,190.63,369.8,208.57
20.183,190.63,369.8,208.57
20.184,190.62,369.76,208.57
20.185,190.62,369.72,208.57
20.186,190.62,369.68,208.57
20.187,190.61,369.66,208.58
20.188,190.61,369.65,208.58
20.189,190.6,369.66,208.58
20.19,190.6,369.7,208.58
20.191,190.6,369.78,208.58
20.192,190.59,369.89,208.58
20.193,190.59,370.06,208.58
20.194,190.58,370.3,208.59
20.195,190.58,370.6,208.59
20.196,190.58,370.97,208.59
20.197,190.57,371.4,208.59
20.198,190.57,371.87,208.59
20.199,190.56,372.36,208.59
20.2,190.56,372.86,208.59
20.201,190.56,373.34,208.6
20.202,190.55,373.79,208.6
20.203,190.55,374.19,208.6
20.204,190.54,374.53,208.6
20.205,190.54,374.79,208.6
20.206,190.54,374.97,208.6
20.207,190.53,375.05,208.6
20.208,190.53,375.05,208.6
20.209,190.52,374.94,208.61
20.21,190.52,374.74,208.61
20.211,190.52,374.46,208.61
20.212,190.51,374.11,208.61
20.213,190.51,373.71,208.61
20.214,190.5,373.27,208.61
20.215,190.5,372.82,208.61
20.216,190.49,372.39,208.61
20.217,190.49,371.99,208.62
20.218,190.49,371.64,208.62
20.219,190.48,371.35,208.62
20.22,190.48,371.14,208.62
20.221,190.47,371.0,208.62
20.222,190.47,370.92,208.62
20.223,190.47,370.91,208.62
20.224,190.46,370.94,208.62
20.225,190.46,371.01,208.63
20.226,190.45,371.1,208.63
20.227,190.45,371.2,208.63
20.228,190.45,371.3,208.63
20.229,190.44,371.39,208.63
20.23,190.44,371.44,208.63
20.231,190.43,371.45,208.63
20.232,190.43,371.42,208.63
20.233,190.43,371.33,208.63
20.234,190.42,371.21,208.64
20.235,190.42,371.05,208.64
20.236,190.41,370.87,208.64
20.237,190.41,370.69,208.64
20.238,190.41,370.52,208.64
20.239,190.4,370.36,208.64
20.24,190.4,370.22,208.64
20.241,190.39,370.1,208.64
20.242,190.39,369.99,208.64
20.243,190.39,369.9,208.64
20.244,190.38,369.83,208.65
20.245,190.38,369.77,208.65
20.246,190.37,369.72,208.65
20.247,190.37,369.68,208.65
20.248,190.37,369.66,208.65
20.249,190.36,369.64,208.65
20.25,190.36,369.64,208.65
20.251,190.35,369.64,208.65
20.252,190.35,369.64,208.65
20.253,190.35,369.65,208.65
20.254,190.34,369.67,208.66
20.255,190.34,369.71,208.66
20.256,190.33,369.75,208.66
20.257,190.33,369.8,208.66
20.258,190.33,369.86,208.66
20.259,190.32,369.91,208.66
20.26,190.32,369.97,208.66
20.261,190.31,370.02,208.66
20.262,190.31,370.08,208.66
20.263,190.31,370.13,208.66
20.264,190.3,370.19,208.66
20.265,190.3,370.26,208.67
20.266,190.29,370.34,208.67
20.267,190.29,370.44,208.67
20.268,190.29,370.57,208.67
20.269,190.28,370.72,208.67
20.27,190.28,370.89,208.67
20.271,190.27,371.06,208.67
20.272,190.27,371.23,208.67
20.273,190.27,371.36,208.67
20.274,190.26,371.44,208.67
20.275,190.26,371.46,208.67
20.276,190.25,371.41,208.67
20.277,190.25,371.29,208.68
20.278,190.25,371.12,208.68
20.279,190.24,370.92,208.68
20.28,190.24,370.71,208.68
20.281,190.23,370.53,208.68
20.282,190.23,370.38,208.68
20.283,190.23,370.28,208.68
20.284,190.22,370.24,208.68
20.285,190.22,370.25,208.68
20.286,190.21,370.31,208.68
20.287,190.21,370.39,208.68
20.288,190.21,370.49,208.68
20.289,190.2,370.61,208.68
20.29,190.2,370.72,208.68
20.291,190.19,370.84,208.68
20.292,190.19,370.94,208.69
20.293,190.19,371.04,208.69
20.294,190.18,371.11,208.69
20.295,190.18,371.17,208.69
20.296,190.17,371.2,208.69
20.297,190.17,371.19,208.69
20.298,190.17,371.13,208.69
20.299,190.16,371.03,208.69
20.3,190.16,370.89,208.69
20.301,190.15,370.71,208.69
20.302,190.15,370.5,208.69
20.303,190.15,370.28,208.69
20.304,190.14,370.05,208.69
20.305,190.14,369.83,208.69
20.306,190.14,369.63,208.69
20.307,190.13,369.46,208.69
20.308,190.13,369.34,208.69
20.309,190.12,369.26,208.7
20.31,190.12,369.21,208.7
20.311,190.12,369.21,208.7
