Age [ka BP],CO2 [µmol/mol],CH4 [nmol/mol],N2O [nmol/mol]
14.863,226.99,470.72,216.96
14.864,227.0,470.45,216.97
14.865,227.01,470.18,216.97
14.866,227.02,469.9,216.97
14.867,227.03,469.62,216.98
14.868,227.04,469.33,216.98
14.869,227.05,469.03,216.99
14.87,227.06,468.73,216.99
14.871,227.07,468.43,217.0
14.872,227.08,468.16,217.01
14.873,227.09,467.9,217.01
14.874,227.1,467.67,217.02
14.875,227.11,467.44,217.02
14.876,227.12,467.2,217.03
14.877,227.13,466.92,217.04
14.878,227.14,466.6,217.05
14.879,227.15,466.24,217.05
14.88,227.16,465.84,217.06
14.881,227.17,465.42,217.07
14.882,227.18,465.02,217.08
14.883,227.19,464.66,217.08
14.884,227.2,464.36,217.09
14.885,227.21,464.12,217.1
14.886,227.22,463.95,217.11
14.887,227.23,463.87,217.12
14.888,227.24,463.86,217.13
14.889,227.25,463.95,217.14
14.89,227.26,464.12,217.15
14.891,227.27,464.37,217.16
14.892,227.28,464.66,217.17
14.893,227.29,464.98,217.18
14.894,227.3,465.29,217.19
14.895,227.31,465.58,217.2
14.896,227.32,465.84,217.21
14.897,227.33,466.06,217.22
14.898,227.34,466.26,217.23
14.899,227.36,466.47,217.25
14.9,227.37,466.71,217.26
14.901,227.38,467.0,217.27
14.902,227.39,467.36,217.28
14.903,227.4,467.76,217.29
14.904,227.41,468.2,217.31
14.905,227.42,468.66,217.32
14.906,227.43,469.13,217.33
14.907,227.44,469.58,217.34
14.908,227.45,470.03,217.36
14.909,227.46,470.46,217.37
14.91,227.47,470.88,217.38
14.911,227.48,471.29,217.4
14.912,227.49,471.7,217.41
14.913,227.5,472.09,217.43
14.914,227.51,472.46,217.44
14.915,227.52,472.83,217.45
14.916,227.53,473.19,217.47
14.917,227.55,473.53,217.48
14.918,227.56,473.87,217.5
14.919,227.57,474.2,217.51
14.92,227.58,474.52,217.53
14.921,227.59,474.81,217.54
14.922,227.6,475.09,217.56
14.923,227.61,475.34,217.58
14.924,227.62,475.57,217.59
14.925,227.63,475.78,217.61
14.926,227.64,475.98,217.62
14.927,227.65,476.17,217.64
14.928,227.66,476.35,217.66
14.929,227.67,476.52,217.67
14.93,227.68,476.68,217.69
14.931,227.69,476.83,217.71
14.932,227.7,476.97,217.72
14.933,227.71,477.11,217.74
14.934,227.72,477.25,217.76
14.935,227.73,477.39,217.78
14.936,227.74,477.52,217.79
14.937,227.75,477.62,217.81
14.938,227.76,477.68,217.83
14.939,227.77,477.68,217.85
14.94,227.78,477.6,217.86
14.941,227.79,477.45,217.88
14.942,227.8,477.21,217.9
14.943,227.81,476.89,217.92
14.944,227.82,476.51,217.94
14.945,227.83,476.09,217.96
14.946,227.84,475.66,217.98
14.947,227.84,475.23,218.0
14.948,227.85,474.84,218.02
14.949,227.86,474.48,218.03
14.95,227.87,474.16,218.05
14.951,227.88,473.86,218.07
14.952,227.89,473.56,218.09
14.953,227.9,473.26,218.11
14.954,227.9,472.92,218.13
14.955,227.91,472.56,218.15
14.956,227.92,472.18,218.17
14.957,227.93,471.77,218.19
14.958,227.94,471.35,218.21
14.959,227.94,470.94,218.23
14.96,227.95,470.54,218.26
14.961,227.96,470.17,218.28
14.962,227.96,469.85,218.3
14.963,227.97,469.57,218.32
14.964,227.98,469.32,218.34
14.965,227.98,469.12,218.36
14.966,227.99,468.96,218.38
14.967,228.0,468.83,218.4
14.968,228.0,468.73,218.42
14.969,228.01,468.64,218.45
14.97,228.01,468.55,218.47
14.971,228.02,468.45,218.49
14.972,228.02,468.29,218.51
14.973,228.03,468.09,218.53
14.974,228.03,467.82,218.56
14.975,228.04,467.5,218.58
14.976,228.04,467.13,218.6
14.977,228.05,466.72,218.62
14.978,228.05,466.31,218.64
14.979,228.05,465.92,218.67
14.98,228.06,465.55,218.69
14.981,228.06,465.25,218.71
14.982,228.06,465.01,218.73
14.983,228.06,464.84,218.76
14.984,228.07,464.74,218.78
14.985,228.07,464.68,218.8
14.986,228.07,464.64,218.83
14.987,228.07,464.62,218.85
14.988,228.07,464.6,218.87
14.989,228.07,464.58,218.9
14.99,228.08,464.55,218.92
14.991,228.08,464.52,218.94
14.992,228.08,464.49,218.97
14.993,228.08,464.45,218.99
14.994,228.08,464.39,219.01
14.995,228.08,464.32,219.04
14.996,228.08,464.23,219.06
14.997,228.08,464.13,219.08
14.998,228.08,464.0,219.11
14.999,228.07,463.87,219.13
15.0,228.07,463.73,219.16
15.001,228.07,463.61,219.18
15.002,228.07,463.5,219.2
15.003,228.07,463.43,219.23
15.004,228.07,463.38,219.25
15.005,228.07,463.34,219.28
15.006,228.06,463.31,219.3
15.007,228.06,463.25,219.32
15.008,228.06,463.15,219.35
15.009,228.06,463.0,219.37
15.01,228.05,462.79,219.4
15.011,228.05,462.53,219.42
15.012,228.05,462.24,219.44
15.013,228.04,461.93,219.47
15.014,228.04,461.63,219.49
15.015,228.03,461.35,219.51
15.016,228.03,461.12,219.53
15.017,228.03,460.95,219.55
15.018,228.02,460.83,219.58
15.019,228.02,460.78,219.6
15.02,228.01,460.8,219.62
15.021,228.01,460.88,219.64
15.022,228.0,461.02,219.66
15.023,228.0,461.22,219.68
15.024,227.99,461.44,219.7
15.025,227.99,461.69,219.71
15.026,227.98,461.92,219.73
15.027,227.98,462.14,219.75
15.028,227.97,462.32,219.77
15.029,227.96,462.45,219.79
15.03,227.96,462.54,219.8
15.031,227.95,462.59,219.82
15.032,227.94,462.59,219.84
15.033,227.94,462.56,219.85
15.034,227.93,462.5,219.87
15.035,227.92,462.43,219.88
15.036,227.92,462.37,219.89
15.037,227.91,462.32,219.91
15.038,227.9,462.3,219.92
15.039,227.89,462.3,219.93
15.04,227.89,462.31,219.95
15.041,227.88,462.29,219.96
15.042,227.87,462.23,219.97
15.043,227.86,462.08,219.98
15.044,227.85,461.82,219.99
15.045,227.85,461.44,220.0
15.046,227.84,460.92,220.01
15.047,227.83,460.28,220.02
15.048,227.82,459.54,220.02
15.049,227.81,458.73,220.03
15.05,227.8,457.91,220.04
15.051,227.79,457.1,220.04
15.052,227.78,456.35,220.05
15.053,227.77,455.69,220.05
15.054,227.76,455.14,220.06
15.055,227.75,454.68,220.06
15.056,227.74,454.33,220.07
15.057,227.73,454.07,220.07
15.058,227.72,453.88,220.07
15.059,227.71,453.75,220.07
15.06,227.7,453.67,220.07
15.061,227.69,453.63,220.07
15.062,227.68,453.64,220.07
15.063,227.67,453.69,220.07
15.064,227.66,453.78,220.07
15.065,227.65,453.9,220.06
15.066,227.64,454.03,220.06
15.067,227.63,454.17,220.06
15.068,227.62,454.28,220.05
15.069,227.61,454.35,220.05
15.07,227.59,454.37,220.04
15.071,227.58,454.35,220.03
15.072,227.57,454.28,220.03
15.073,227.56,454.17,220.02
15.074,227.55,454.04,220.01
15.075,227.53,453.92,220.0
15.076,227.52,453.82,219.99
15.077,227.51,453.78,219.98
15.078,227.5,453.81,219.97
15.079,227.48,453.92,219.96
15.08,227.47,454.11,219.94
15.081,227.46,454.37,219.93
15.082,227.45,454.68,219.92
15.083,227.43,455.03,219.91
15.084,227.42,455.38,219.89
15.085,227.41,455.72,219.88
15.086,227.39,456.04,219.86
15.087,227.38,456.33,219.85
15.088,227.37,456.59,219.83
15.089,227.35,456.84,219.81
15.09,227.34,457.06,219.8
15.091,227.32,457.28,219.78
15.092,227.31,457.51,219.76
15.093,227.29,457.75,219.74
15.094,227.28,458.03,219.72
15.095,227.27,458.34,219.71
15.096,227.25,458.69,219.69
15.097,227.24,459.06,219.67
15.098,227.22,459.46,219.65
15.099,227.21,459.88,219.63
15.1,227.19,460.32,219.61
15.101,227.18,460.77,219.58
15.102,227.16,461.23,219.56
15.103,227.15,461.69,219.54
15.104,227.13,462.14,219.52
15.105,227.11,462.58,219.5
15.106,227.1,462.98,219.48
15.107,227.08,463.34,219.45
15.108,227.07,463.66,219.43
15.109,227.05,463.92,219.41
15.11,227.03,464.15,219.38
15.111,227.02,464.34,219.36
15.112,227.0,464.5,219.34
15.113,226.99,464.66,219.31
15.114,226.97,464.83,219.29
15.115,226.95,465.0,219.26
15.116,226.94,465.21,219.24
15.117,226.92,465.44,219.21
15.118,226.9,465.7,219.19
15.119,226.88,465.99,219.16
15.12,226.87,466.29,219.14
15.121,226.85,466.61,219.11
15.122,226.83,466.93,219.09
15.123,226.82,467.26,219.06
15.124,226.8,467.59,219.04
15.125,226.78,467.91,219.01
15.126,226.76,468.23,218.98
15.127,226.75,468.52,218.96
15.128,226.73,468.8,218.93
15.129,226.71,469.04,218.91
15.13,226.69,469.24,218.88
15.131,226.67,469.39,218.85
15.132,226.66,469.51,218.83
15.133,226.64,469.58,218.8
15.134,226.62,469.6,218.78
15.135,226.6,469.58,218.75
15.136,226.58,469.52,218.72
15.137,226.57,469.4,218.7
15.138,226.55,469.25,218.67
15.139,226.53,469.08,218.65
15.14,226.51,468.9,218.62
15.141,226.49,468.71,218.59
15.142,226.47,468.52,218.57
15.143,226.45,468.34,218.54
15.144,226.44,468.16,218.52
15.145,226.42,467.97,218.49
15.146,226.4,467.78,218.47
15.147,226.38,467.57,218.44
15.148,226.36,467.36,218.42
15.149,226.34,467.16,218.39
15.15,226.32,466.98,218.37
15.151,226.3,466.81,218.34
15.152,226.28,466.65,218.32
15.153,226.26,466.46,218.29
15.154,226.25,466.21,218.27
15.155,226.23,465.88,218.24
15.156,226.21,465.48,218.22
15.157,226.19,465.02,218.2
15.158,226.17,464.52,218.17
15.159,226.15,464.02,218.15
15.16,226.13,463.53,218.13
15.161,226.11,463.07,218.11
15.162,226.09,462.65,218.08
15.163,226.07,462.26,218.06
15.164,226.05,461.9,218.04
15.165,226.03,461.55,218.02
15.166,226.01,461.19,218.0
15.167,225.99,460.84,217.98
15.168,225.97,460.49,217.96
15.169,225.95,460.16,217.94
15.17,225.93,459.84,217.92
15.171,225.91,459.56,217.9
15.172,225.89,459.29,217.88
15.173,225.87,459.05,217.86
15.174,225.85,458.82,217.84
15.175,225.84,458.59,217.82
15.176,225.82,458.36,217.81
15.177,225.8,458.13,217.79
15.178,225.78,457.9,217.77
15.179,225.76,457.67,217.76
15.18,225.74,457.45,217.74
15.181,225.72,457.24,217.72
15.182,225.7,457.04,217.71
15.183,225.68,456.86,217.7
15.184,225.66,456.71,217.68
15.185,225.63,456.6,217.67
15.186,225.61,456.56,217.65
15.187,225.59,456.58,217.64
15.188,225.57,456.69,217.63
15.189,225.55,456.87,217.62
15.19,225.53,457.1,217.61
15.191,225.51,457.37,217.6
15.192,225.49,457.65,217.59
15.193,225.47,457.94,217.58
15.194,225.45,458.23,217.57
15.195,225.43,458.52,217.56
15.196,225.41,458.8,217.55
15.197,225.39,459.07,217.55
15.198,225.37,459.35,217.54
15.199,225.35,459.64,217.53
15.2,225.33,459.94,217.53
15.201,225.31,460.28,217.52
15.202,225.29,460.65,217.52
15.203,225.27,461.07,217.52
15.204,225.25,461.52,217.51
15.205,225.23,462.0,217.51
15.206,225.21,462.5,217.51
15.207,225.19,462.99,217.51
15.208,225.16,463.47,217.51
15.209,225.14,463.93,217.51
15.21,225.12,464.36,217.51
15.211,225.1,464.75,217.51
15.212,225.08,465.12,217.51
15.213,225.06,465.45,217.52
15.214,225.04,465.76,217.52
15.215,225.02,466.02,217.53
15.216,225.0,466.24,217.53
15.217,224.98,466.39,217.54
15.218,224.96,466.48,217.54
15.219,224.94,466.5,217.55
15.22,224.91,466.46,217.56
15.221,224.89,466.39,217.57
15.222,224.87,466.3,217.58
15.223,224.85,466.23,217.59
15.224,224.83,466.18,217.6
15.225,224.81,466.17,217.61
15.226,224.79,466.18,217.62
15.227,224.77,466.22,217.63
15.228,224.75,466.25,217.65
15.229,224.73,466.29,217.66
15.23,224.7,466.3,217.67
15.231,224.68,466.3,217.69
15.232,224.66,466.27,217.7
15.233,224.64,466.22,217.72
15.234,224.62,466.16,217.74
15.235,224.6,466.09,217.75
15.236,224.58,466.04,217.77
15.237,224.56,466.01,217.79
15.238,224.54,466.03,217.8
15.239,224.52,466.09,217.82
15.24,224.49,466.19,217.84
15.241,224.47,466.34,217.86
15.242,224.45,466.51,217.88
15.243,224.43,466.69,217.9
15.244,224.41,466.88,217.92
15.245,224.39,467.06,217.94
15.246,224.37,467.22,217.96
15.247,224.35,467.36,217.98
15.248,224.33,467.45,218.0
15.249,224.31,467.48,218.03
15.25,224.28,467.46,218.05
15.251,224.26,467.37,218.07
15.252,224.24,467.23,218.09
15.253,224.22,467.07,218.12
15.254,224.2,466.89,218.14
15.255,224.18,466.73,218.16
15.256,224.16,466.62,218.19
15.257,224.14,466.54,218.21
15.258,224.12,466.52,218.23
15.259,224.1,466.53,218.26
15.26,224.08,466.56,218.28
15.261,224.05,466.61,218.31
15.262,224.03,466.66,218.33
15.263,224.01,466.71,218.36
15.264,223.99,466.76,218.38
15.265,223.97,466.8,218.41
15.266,223.95,466.81,218.43
15.267,223.93,466.8,218.46
15.268,223.91,466.76,218.48
15.269,223.89,466.68,218.51
15.27,223.87,466.57,218.53
15.271,223.85,466.43,218.56
15.272,223.83,466.28,218.58
15.273,223.81,466.13,218.61
15.274,223.79,465.99,218.63
15.275,223.77,465.86,218.66
15.276,223.75,465.75,218.68
15.277,223.73,465.67,218.71
15.278,223.71,465.61,218.74
15.279,223.69,465.56,218.76
15.28,223.67,465.53,218.79
15.281,223.65,465.49,218.81
15.282,223.63,465.45,218.84
15.283,223.61,465.39,218.86
15.284,223.59,465.31,218.89
15.285,223.57,465.22,218.91
15.286,223.55,465.14,218.94
15.287,223.53,465.06,218.96
15.288,223.51,465.01,218.99
15.289,223.49,464.98,219.01
15.29,223.47,464.98,219.03
15.291,223.45,465.01,219.06
15.292,223.43,465.05,219.08
15.293,223.41,465.1,219.11
15.294,223.39,465.14,219.13
15.295,223.37,465.16,219.15
15.296,223.35,465.17,219.18
15.297,223.33,465.17,219.2
15.298,223.31,465.14,219.22
15.299,223.29,465.09,219.25
15.3,223.27,465.03,219.27
15.301,223.26,464.93,219.29
15.302,223.24,464.8,219.31
15.303,223.22,464.63,219.33
15.304,223.2,464.42,219.35
15.305,223.18,464.18,219.37
15.306,223.16,463.91,219.4
15.307,223.14,463.65,219.42
15.308,223.12,463.42,219.44
15.309,223.1,463.23,219.45
15.31,223.09,463.11,219.47
15.311,223.07,463.06,219.49
15.312,223.05,463.05,219.51
15.313,223.03,463.08,219.53
15.314,223.01,463.11,219.55
15.315,222.99,463.14,219.56
15.316,222.98,463.16,219.58
15.317,222.96,463.19,219.6
15.318,222.94,463.23,219.61
15.319,222.92,463.29,219.63
15.32,222.9,463.37,219.64
15.321,222.88,463.45,219.66
15.322,222.87,463.54,219.67
15.323,222.85,463.62,219.68
15.324,222.83,463.68,219.7
15.325,222.81,463.72,219.71
15.326,222.8,463.74,219.72
15.327,222.78,463.75,219.73
15.328,222.76,463.75,219.75
15.329,222.74,463.76,219.76
15.33,222.73,463.78,219.77
15.331,222.71,463.82,219.78
15.332,222.69,463.89,219.79
15.333,222.67,463.97,219.8
15.334,222.66,464.07,219.81
15.335,222.64,464.18,219.82
15.336,222.62,464.33,219.82
15.337,222.6,464.52,219.83
15.338,222.59,464.78,219.84
15.339,222.57,465.15,219.85
15.34,222.55,465.64,219.85
15.341,222.54,466.24,219.86
15.342,222.52,466.95,219.87
15.343,222.5,467.72,219.87
15.344,222.49,468.49,219.88
15.345,222.47,469.2,219.88
15.346,222.45,469.79,219.89
15.347,222.44,470.22,219.89
15.348,222.42,470.44,219.9
15.349,222.4,470.47,219.9
15.35,222.39,470.31,219.9
15.351,222.37,470.0,219.91
15.352,222.36,469.59,219.91
15.353,222.34,469.15,219.91
15.354,222.32,468.72,219.92
15.355,222.31,468.38,219.92
15.356,222.29,468.15,219.92
15.357,222.28,468.04,219.92
15.358,222.26,468.02,219.92
15.359,222.25,468.07,219.92
15.36,222.23,468.11,219.92
15.361,222.21,468.09,219.92
15.362,222.2,467.99,219.93
15.363,222.18,467.79,219.93
15.364,222.17,467.53,219.93
15.365,222.15,467.25,219.93
15.366,222.14,467.02,219.92
15.367,222.12,466.86,219.92
15.368,222.11,466.81,219.92
15.369,222.09,466.84,219.92
15.37,222.08,466.96,219.92
15.371,222.06,467.12,219.92
15.372,222.05,467.31,219.92
15.373,222.03,467.49,219.91
15.374,222.02,467.64,219.91
15.375,222.0,467.75,219.91
15.376,221.99,467.8,219.91
15.377,221.97,467.79,219.9
15.378,221.96,467.72,219.9
15.379,221.94,467.58,219.9
15.38,221.93,467.38,219.89
15.381,221.92,467.14,219.89
15.382,221.9,466.85,219.88
15.383,221.89,466.55,219.88
15.384,221.87,466.24,219.87
15.385,221.86,465.96,219.87
15.386,221.85,465.7,219.86
15.387,221.83,465.46,219.86
15.388,221.82,465.25,219.85
15.389,221.8,465.06,219.84
15.39,221.79,464.88,219.84
15.391,221.78,464.72,219.83
15.392,221.76,464.6,219.82
15.393,221.75,464.52,219.82
15.394,221.74,464.5,219.81
15.395,221.72,464.51,219.8
15.396,221.71,464.55,219.79
15.397,221.7,464.6,219.78
15.398,221.68,464.63,219.78
15.399,221.67,464.65,219.77
15.4,221.66,464.64,219.76
15.401,221.64,464.6,219.75
15.402,221.63,464.53,219.74
15.403,221.62,464.44,219.73
15.404,221.6,464.34,219.72
15.405,221.59,464.22,219.71
15.406,221.58,464.1,219.7
15.407,221.57,463.98,219.69
15.408,221.55,463.87,219.68
15.409,221.54,463.76,219.66
15.41,221.53,463.65,219.65
15.411,221.52,463.53,219.64
15.412,221.5,463.42,219.63
15.413,221.49,463.3,219.61
15.414,221.48,463.19,219.6
15.415,221.47,463.05,219.59
15.416,221.46,462.89,219.58
15.417,221.44,462.71,219.56
15.418,221.43,462.51,219.55
15.419,221.42,462.31,219.53
15.42,221.41,462.13,219.52
15.421,221.4,461.99,219.5
15.422,221.38,461.9,219.49
15.423,221.37,461.87,219.47
15.424,221.36,461.9,219.46
15.425,221.35,461.97,219.44
15.426,221.34,462.08,219.43
15.427,221.33,462.2,219.41
15.428,221.32,462.31,219.39
15.429,221.3,462.38,219.38
15.43,221.29,462.37,219.36
15.431,221.28,462.27,219.34
15.432,221.27,462.07,219.33
15.433,221.26,461.77,219.31
15.434,221.25,461.39,219.29
15.435,221.24,460.97,219.28
15.436,221.23,460.54,219.26
15.437,221.22,460.1,219.24
15.438,221.21,459.7,219.22
15.439,221.2,459.35,219.21
15.44,221.18,459.07,219.19
15.441,221.17,458.88,219.17
15.442,221.16,458.78,219.16
15.443,221.15,458.77,219.14
15.444,221.14,458.84,219.12
15.445,221.13,458.94,219.1
15.446,221.12,459.06,219.09
15.447,221.11,459.15,219.07
15.448,221.1,459.21,219.05
15.449,221.09,459.22,219.04
15.45,221.08,459.19,219.02
15.451,221.07,459.1,219.0
15.452,221.06,458.97,218.99
15.453,221.05,458.81,218.97
15.454,221.04,458.6,218.95
15.455,221.03,458.36,218.93
15.456,221.03,458.1,218.92
15.457,221.02,457.83,218.9
15.458,221.01,457.58,218.88
15.459,221.0,457.38,218.87
15.46,220.99,457.24,218.85
15.461,220.98,457.18,218.83
15.462,220.97,457.19,218.82
15.463,220.96,457.26,218.8
15.464,220.95,457.36,218.78
15.465,220.94,457.47,218.77
15.466,220.93,457.55,218.75
15.467,220.93,457.58,218.73
15.468,220.92,457.55,218.72
15.469,220.91,457.47,218.7
15.47,220.9,457.36,218.68
15.471,220.89,457.22,218.67
15.472,220.88,457.05,218.65
15.473,220.87,456.87,218.63
15.474,220.87,456.67,218.62
15.475,220.86,456.44,218.6
15.476,220.85,456.18,218.58
15.477,220.84,455.9,218.57
15.478,220.83,455.59,218.55
15.479,220.83,455.26,218.53
15.48,220.82,454.91,218.51
15.481,220.81,454.55,218.5
15.482,220.8,454.21,218.48
15.483,220.8,453.89,218.46
15.484,220.79,453.63,218.45
15.485,220.78,453.41,218.43
15.486,220.77,453.24,218.41
15.487,220.77,453.12,218.4
15.488,220.76,453.03,218.38
15.489,220.75,452.96,218.36
15.49,220.74,452.88,218.34
15.491,220.74,452.8,218.33
15.492,220.73,452.69,218.31
15.493,220.72,452.55,218.29
15.494,220.72,452.37,218.28
15.495,220.71,452.18,218.26
15.496,220.7,451.98,218.24
15.497,220.7,451.79,218.22
15.498,220.69,451.61,218.21
15.499,220.68,451.45,218.19
15.5,220.68,451.32,218.17
15.501,220.67,451.21,218.15
15.502,220.66,451.13,218.14
15.503,220.66,451.07,218.12
15.504,220.65,451.03,218.1
15.505,220.64,450.99,218.08
15.506,220.64,450.97,218.07
15.507,220.63,450.97,218.05
15.508,220.63,450.97,218.03
15.509,220.62,451.0,218.01
15.51,220.62,451.06,217.99
15.511,220.61,451.15,217.97
15.512,220.6,451.26,217.96
15.513,220.6,451.39,217.94
15.514,220.59,451.51,217.92
15.515,220.59,451.62,217.9
15.516,220.58,451.7,217.88
15.517,220.58,451.76,217.86
15.518,220.57,451.8,217.84
15.519,220.57,451.84,217.82
15.52,220.56,451.87,217.8
15.521,220.56,451.91,217.78
15.522,220.55,451.94,217.76
15.523,220.55,451.97,217.74
15.524,220.54,451.98,217.72
15.525,220.54,451.97,217.7
15.526,220.53,451.94,217.68
15.527,220.53,451.9,217.66
15.528,220.52,451.83,217.64
15.529,220.52,451.75,217.62
15.53,220.51,451.66,217.6
15.531,220.51,451.55,217.58
15.532,220.51,451.44,217.56
15.533,220.5,451.32,217.53
15.534,220.5,451.21,217.51
15.535,220.49,451.13,217.49
15.536,220.49,451.08,217.47
15.537,220.49,451.07,217.45
15.538,220.48,451.1,217.42
15.539,220.48,451.17,217.4
15.54,220.48,451.26,217.38
15.541,220.47,451.36,217.36
15.542,220.47,451.46,217.33
15.543,220.47,451.54,217.31
15.544,220.46,451.58,217.29
15.545,220.46,451.57,217.27
15.546,220.46,451.52,217.24
15.547,220.45,451.42,217.22
15.548,220.45,451.28,217.19
15.549,220.45,451.11,217.17
15.55,220.44,450.93,217.15
15.551,220.44,450.74,217.12
15.552,220.44,450.57,217.1
15.553,220.44,450.41,217.07
15.554,220.43,450.28,217.05
15.555,220.43,450.17,217.03
15.556,220.43,450.1,217.0
15.557,220.43,450.05,216.98
15.558,220.42,450.01,216.95
15.559,220.42,449.97,216.93
15.56,220.42,449.91,216.9
15.561,220.42,449.8,216.88
15.562,220.42,449.63,216.85
15.563,220.41,449.42,216.82
15.564,220.41,449.16,216.8
15.565,220.41,448.88,216.77
15.566,220.41,448.61,216.75
15.567,220.41,448.37,216.72
15.568,220.4,448.2,216.69
15.569,220.4,448.08,216.67
15.57,220.4,448.01,216.64
15.571,220.4,447.98,216.62
15.572,220.4,447.97,216.59
15.573,220.4,447.94,216.56
15.574,220.4,447.9,216.54
15.575,220.4,447.85,216.51
15.576,220.4,447.77,216.48
15.577,220.39,447.69,216.45
15.578,220.39,447.6,216.43
15.579,220.39,447.51,216.4
15.58,220.39,447.42,216.37
15.581,220.39,447.35,216.35
15.582,220.39,447.29,216.32
15.583,220.39,447.26,216.29
15.584,220.39,447.26,216.26
15.585,220.39,447.29,216.24
15.586,220.39,447.36,216.21
15.587,220.39,447.45,216.18
15.588,220.39,447.56,216.15
15.589,220.39,447.67,216.12
15.59,220.39,447.78,216.1
15.591,220.39,447.88,216.07
15.592,220.39,447.98,216.04
15.593,220.39,448.07,216.01
15.594,220.39,448.17,215.98
15.595,220.39,448.26,215.96
15.596,220.39,448.34,215.93
15.597,220.39,448.41,215.9
15.598,220.39,448.46,215.87
15.599,220.4,448.47,215.84
15.6,220.4,448.44,215.81
15.601,220.4,448.38,215.79
15.602,220.4,448.27,215.76
15.603,220.4,448.14,215.73
15.604,220.4,447.99,215.7
15.605,220.4,447.84,215.67
15.606,220.4,447.7,215.64
15.607,220.4,447.56,215.62
15.608,220.41,447.44,215.59
15.609,220.41,447.32,215.56
15.61,220.41,447.2,215.53
15.611,220.41,447.09,215.5
15.612,220.41,446.98,215.48
15.613,220.41,446.9,215.45
15.614,220.42,446.84,215.42
15.615,220.42,446.8,215.39
15.616,220.42,446.79,215.36
15.617,220.42,446.81,215.34
15.618,220.42,446.84,215.31
15.619,220.43,446.89,215.28
15.62,220.43,446.93,215.25
15.621,220.43,446.97,215.22
15.622,220.43,446.97,215.2
15.623,220.43,446.96,215.17
15.624,220.44,446.91,215.14
15.625,220.44,446.84,215.11
15.626,220.44,446.75,215.09
15.627,220.45,446.64,215.06
15.628,220.45,446.52,215.03
15.629,220.45,446.4,215.01
15.63,220.45,446.27,214.98
15.631,220.46,446.13,214.95
15.632,220.46,445.98,214.93
15.633,220.46,445.81,214.9
15.634,220.47,445.62,214.87
15.635,220.47,445.41,214.85
15.636,220.47,445.2,214.82
15.637,220.48,444.99,214.79
15.638,220.48,444.8,214.77
15.639,220.48,444.64,214.74
15.64,220.49,444.51,214.71
15.641,220.49,444.41,214.68
15.642,220.49,444.34,214.66
15.643,220.5,444.29,214.63
15.644,220.5,444.23,214.6
15.645,220.5,444.16,214.58
15.646,220.51,444.07,214.55
15.647,220.51,443.94,214.52
15.648,220.52,443.77,214.49
15.649,220.52,443.6,214.46
15.65,220.52,443.42,214.44
15.651,220.53,443.25,214.41
15.652,220.53,443.12,214.38
15.653,220.54,443.03,214.35
15.654,220.54,442.98,214.32
15.655,220.55,442.98,214.29
15.656,220.55,443.01,214.26
15.657,220.55,443.09,214.23
15.658,220.56,443.19,214.2
15.659,220.56,443.3,214.17
15.66,220.57,443.42,214.14
15.661,220.57,443.54,214.11
15.662,220.58,443.63,214.08
15.663,220.58,443.71,214.05
15.664,220.59,443.76,214.01
15.665,220.59,443.79,213.98
15.666,220.6,443.8,213.95
15.667,220.6,443.81,213.92
15.668,220.61,443.8,213.89
15.669,220.61,443.79,213.85
15.67,220.62,443.77,213.82
15.671,220.62,443.75,213.79
15.672,220.63,443.73,213.76
15.673,220.64,443.71,213.72
15.674,220.64,443.69,213.69
15.675,220.65,443.68,213.66
15.676,220.65,443.68,213.62
15.677,220.66,443.68,213.59
15.678,220.66,443.69,213.55
15.679,220.67,443.7,213.52
15.68,220.68,443.72,213.49
15.681,220.68,443.74,213.45
15.682,220.69,443.78,213.42
15.683,220.69,443.83,213.38
15.684,220.7,443.9,213.35
15.685,220.71,444.0,213.31
15.686,220.71,444.14,213.28
15.687,220.72,444.31,213.24
15.688,220.73,444.5,213.21
15.689,220.73,444.71,213.17
15.69,220.74,444.93,213.14
15.691,220.75,445.15,213.1
15.692,220.75,445.36,213.07
15.693,220.76,445.57,213.03
15.694,220.77,445.77,212.99
15.695,220.77,445.96,212.96
15.696,220.78,446.14,212.92
15.697,220.79,446.32,212.89
15.698,220.79,446.49,212.85
15.699,220.8,446.66,212.81
15.7,220.81,446.82,212.78
15.701,220.82,446.99,212.74
15.702,220.82,447.17,212.7
15.703,220.83,447.35,212.67
15.704,220.84,447.53,212.63
15.705,220.85,447.71,212.6
15.706,220.85,447.91,212.56
15.707,220.86,448.11,212.52
15.708,220.87,448.32,212.49
15.709,220.88,448.53,212.45
15.71,220.88,448.72,212.41
15.711,220.89,448.9,212.38
15.712,220.9,449.06,212.34
15.713,220.91,449.21,212.3
15.714,220.92,449.35,212.27
15.715,220.92,449.49,212.23
15.716,220.93,449.66,212.19
15.717,220.94,449.84,212.15
15.718,220.95,450.04,212.12
15.719,220.96,450.25,212.08
15.72,220.97,450.49,212.04
15.721,220.97,450.73,212.01
15.722,220.98,450.97,211.97
15.723,220.99,451.21,211.93
15.724,221.0,451.44,211.9
15.725,221.01,451.65,211.86
15.726,221.02,451.83,211.82
15.727,221.03,451.99,211.79
15.728,221.03,452.11,211.75
15.729,221.04,452.22,211.71
15.73,221.05,452.31,211.67
15.731,221.06,452.4,211.64
15.732,221.07,452.48,211.6
15.733,221.08,452.56,211.56
15.734,221.09,452.64,211.53
